42;SEN;17.75;63.07;-8.08;255.0
42;SEN;29.37;83.37;7.78;255.0
42;SEN;22.13;61.76;-7.04;255.0
42;SEN;19.7;79.11;-0.16;255.0
42;SEN;10.22;67.77;-3.99;255.0
42;SEN;21.99;93.37;-3.76;255.0
42;SEN;19.56;92.0;2.61;255.0
42;SEN;27.06;54.77;-9.39;255.0
42;SEN;24.79;85.37;-6.46;255.0
42;SEN;10.75;61.33;4.36;255.0
42;SEN;19.3;55.01;-6.89;255.0
42;SEN;18.36;59.4;5.75;255.0
42;SEN;18.4;94.23;-5.07;255.0
42;SEN;15.74;92.73;7.18;255.0
42;SEN;26.6;82.01;7.37;255.0
42;SEN;13.06;85.32;3.83;255.0
42;SEN;13.610213279724121;63.130706787109375;-1.397243618965149;255
42;SEN;27.017824172973633;78.0468521118164;-6.5174055099487305;255
42;SEN;12.089481353759766;87.5125961303711;0.5590986609458923;255
42;SEN;16.53118324279785;74.92908477783203;0.7836612462997437;255
42;SEN;26.358156204223633;63.99949264526367;-8.548717498779297;255
42;SEN;20.83443832397461;99.59185791015625;1.4728120565414429;255
42;SEN;22.986093521118164;90.74394989013672;-0.1945696622133255;255
42;SEN;24.326580047607422;96.39131164550781;-9.599894523620605;255
42;SEN;10.812724113464355;71.31592559814453;-4.215830326080322;255
42;SEN;18.325204849243164;99.60950469970703;-0.17739516496658325;255
42;SEN;29.32904624938965;91.30551147460938;1.8801381587982178;255
42;SEN;27.748676300048828;71.03396606445312;3.0317039489746094;255
42;SEN;17.170658111572266;81.68346405029297;-4.741209983825684;255
42;SEN;20.672779083251953;54.38949966430664;-5.916009902954102;255
42;SEN;22.794950485229492;95.86279296875;-7.875969886779785;255
42;SEN;17.092357635498047;92.81439971923828;-7.761951923370361;255
42;SEN;24.14698600769043;52.29022979736328;-5.768535137176514;255
42;SEN;20.476476669311523;90.15554809570312;-6.468871593475342;255
42;SEN;23.88;86.59;-4.51;255.0
42;SEN;11.14;74.8;-0.56;255.0
42;SEN;16.22;53.39;-4.57;255.0
42;SEN;18.04;60.83;-9.39;255.0
42;SEN;21.82;85.73;-5.64;255.0
42;SEN;18.16;86.29;-1.15;255.0
42;SEN;12.13;66.19;8.52;255.0
42;SEN;22.16;54.03;1.01;255.0
42;SEN;13.57;77.23;-5.88;255.0
42;SEN;26.51;89.97;-5.39;255.0
42;SEN;22.53;82.97;-4.71;255.0
42;SEN;11.4;91.36;-8.57;255.0
42;SEN;22.51;63.62;-6.42;255.0
42;SEN;12.75;68.07;9.53;255.0
42;SEN;19.16;51.59;0.2;255.0
42;SEN;16.92;97.96;-5.27;255.0
42;SEN;29.82;92.2;-7.94;255.0
42;SEN;12.15;97.31;8.57;255.0
42;SEN;24.26;74.05;-0.98;255.0
42;SEN;29.92;64.28;-0.87;255.0
42;SEN;16.87;83.57;0.41;255.0
42;SEN;26.13;87.29;7.85;255.0
42;SEN;17.53;97.84;0.34;255.0
42;SEN;11.95;98.8;-6.61;255.0
42;SEN;19.71;88.98;-9.12;255.0
42;SEN;13.84;71.18;-3.2;255.0
42;SEN;10.04;77.73;-8.11;255.0
42;SEN;20.86;63.98;2.23;255.0
42;SEN;11.46;80.68;5.26;255.0
42;SEN;16.86;88.85;4.94;255.0
42;SEN;18.87;55.81;1.35;255.0
42;SEN;24.62;98.04;2.79;255.0
42;SEN;21.67;71.24;-2.82;255.0
42;SEN;26.84185218811035;62.42588424682617;-9.577519416809082;255
42;SEN;14.37681770324707;95.18462371826172;-3.400851249694824;255
42;SEN;23.246524810791016;56.14989471435547;9.541866302490234;255
42;SEN;13.880967140197754;94.40538024902344;0.4963560104370117;255
42;SEN;11.979125022888184;97.12643432617188;-2.8804268836975098;255
42;SEN;17.434856414794922;78.76167297363281;-1.2594470977783203;255
42;SEN;13.851202011108398;65.50765991210938;-7.995343208312988;255
0;SEN;15.173945426940918;85.72024536132812;-3.8174445629119873;255
0;SEN;20.528635025024414;63.593135833740234;-8.058961868286133;255
0;SEN;22.722862243652344;97.69807434082031;5.193504810333252;255
0;SEN;19.69793701171875;53.665184020996094;0.8191022276878357;255
0;SEN;13.714438438415527;98.56848907470703;9.358909606933594;255
0;SEN;14.948715209960938;51.949378967285156;4.15082311630249;255
0;SEN;29.335704803466797;62.35542297363281;2.0660083293914795;255
0;SEN;18.786584854125977;66.841552734375;-3.2015061378479004;255
0;SEN;28.335418701171875;82.96416473388672;-2.632830858230591;255
0;SEN;15.31037425994873;88.14312744140625;-3.58730411529541;255
0;SEN;24.709226608276367;70.47561645507812;8.469929695129395;255
0;SEN;15.95205307006836;59.43600845336914;-0.3552290201187134;255
0;SEN;13.983083724975586;85.22201538085938;-8.989192962646484;255
0;SEN;22.335432052612305;63.60136032104492;-3.976067543029785;255
0;SEN;22.960405349731445;89.04046630859375;-2.3467800617218018;255
0;SEN;25.09320068359375;71.9188232421875;8.04990005493164;255
0;SEN;23.621606826782227;78.23145294189453;-4.412396430969238;255
0;SEN;15.942652702331543;50.94510269165039;-3.9302189350128174;255
0;SEN;22.21223258972168;77.86892700195312;-8.269997596740723;255
0;SEN;14.5040922164917;77.25350189208984;-5.595280647277832;255
0;SEN;19.423686981201172;82.48070526123047;8.283836364746094;255
